time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1682933646102520800,0.226520751953125,0.8689386248588562,0.254565954208374,0.18923619389533997,0.37990981340408325,-0.1679690033197403,-0.6263477802276611,-2.371764659881592
1682933646119380000,0.2433798828125,0.8659648895263672,0.25783249735832214,0.19377200305461884,0.3822038769721985,-0.17314662039279938,-0.6368533968925476,-2.367502450942993
1682933646136271600,0.260271728515625,0.8633235692977905,0.2603238821029663,0.19773522019386292,0.38445380330085754,-0.17775575816631317,-0.6454119682312012,-2.363265037536621
1682933646153130000,0.2771298828125,0.8614859580993652,0.2609226703643799,0.2008855938911438,0.38653111457824707,-0.18235383927822113,-0.6495893597602844,-2.359635353088379
1682933646170007000,0.294007080078125,0.8604326844215393,0.2601589560508728,0.20319382846355438,0.38818180561065674,-0.18665102124214172,-0.6503321528434753,-2.3570661544799805
1682933646186881500,0.310881591796875,0.8599361181259155,0.25863856077194214,0.2052331566810608,0.389224112033844,-0.19154050946235657,-0.6492493748664856,-2.356166362762451
1682933646203754500,0.32775439453125,0.8593264222145081,0.25729402899742126,0.20821820199489594,0.3898758292198181,-0.19868981838226318,-0.6492103934288025,-2.356796979904175
1682933646220624600,0.344624755859375,0.8586119413375854,0.25685521960258484,0.2114105075597763,0.39002111554145813,-0.20596149563789368,-0.6510061621665955,-2.3585660457611084
1682933646237515500,0.361515625,0.8576588034629822,0.2576322853565216,0.21468107402324677,0.3898193836212158,-0.21269463002681732,-0.6551710367202759,-2.3609089851379395
1682933646254391600,0.3783916015625,0.8561756014823914,0.25967517495155334,0.21808579564094543,0.3898344337940216,-0.21850115060806274,-0.6619926691055298,-2.362403154373169
1682933646271252000,0.395251953125,0.8543810844421387,0.2621861696243286,0.219331294298172,0.3913886845111847,-0.2177506983280182,-0.6683621406555176,-2.358327627182007
1682933646288130000,0.412130126953125,0.8523467183113098,0.2642092704772949,0.21765363216400146,0.3953801691532135,-0.208645299077034,-0.6719428896903992,-2.3460264205932617
1682933646305002000,0.429001953125,0.8506646752357483,0.2650794982910156,0.21252506971359253,0.40116795897483826,-0.19121965765953064,-0.6706610918045044,-2.3270795345306396
1682933646321883100,0.445883056640625,0.8494023680686951,0.2639448940753937,0.20596955716609955,0.4079524278640747,-0.17171916365623474,-0.6642164587974548,-2.305446147918701
1682933646338756000,0.462756103515625,0.8479599952697754,0.2619706392288208,0.20077045261859894,0.41476067900657654,-0.15621128678321838,-0.6571016907691956,-2.2851181030273438
1682933646355629300,0.47962939453125,0.8458067774772644,0.26035016775131226,0.19827762246131897,0.4213249683380127,-0.14659157395362854,-0.6528974771499634,-2.2669947147369385
1682933646372504800,0.4965048828125,0.843433678150177,0.2592635154724121,0.19703030586242676,0.4272952675819397,-0.13970661163330078,-0.6506747007369995,-2.2509377002716064
1682933646389376300,0.513376220703125,0.8406593799591064,0.25810232758522034,0.1951560080051422,0.43426868319511414,-0.13073082268238068,-0.6478238105773926,-2.231890916824341
1682933646406254800,0.5302548828125,0.8372159600257874,0.25651705265045166,0.1903802454471588,0.44387373328208923,-0.11391030997037888,-0.6416648030281067,-2.2044875621795654
1682933646423126300,0.547126220703125,0.8330256938934326,0.2545994520187378,0.18170881271362305,0.4563214182853699,-0.08727731555700302,-0.631072461605072,-2.167813301086426
1682933646439999700,0.563999755859375,0.8276650905609131,0.2519398033618927,0.1702442169189453,0.47171369194984436,-0.05408073589205742,-0.6158549785614014,-2.122760534286499
1682933646456874200,0.580874267578125,0.820769727230072,0.2488066554069519,0.15759317576885223,0.4894862473011017,-0.01829221099615097,-0.5976547002792358,-2.0717289447784424
1682933646473737500,0.597737548828125,0.812532365322113,0.24471263587474823,0.14518819749355316,0.5087506175041199,0.015576383098959923,-0.5768699049949646,-2.018148183822632
1682933646490622200,0.614622314453125,0.8035712242126465,0.24046273529529572,0.13478754460811615,0.5275256633758545,0.043694887310266495,-0.5570278167724609,-1.9672671556472778
1682933646507496000,0.631495849609375,0.7936177849769592,0.2370348423719406,0.12646545469760895,0.5458861589431763,0.06774884462356567,-0.5401930809020996,-1.917785406112671
1682933646524365000,0.648364990234375,0.7818924188613892,0.23461776971817017,0.1179131492972374,0.5654159784317017,0.09359222650527954,-0.5238662958145142,-1.8643112182617188
1682933646541244200,0.665244140625,0.7673688530921936,0.23280200362205505,0.10969936847686768,0.5872940421104431,0.12054474651813507,-0.5076690316200256,-1.8037976026535034
1682933646558104300,0.682104248046875,0.7500812411308289,0.23211228847503662,0.10258851200342178,0.6107190847396851,0.1476902812719345,-0.49327346682548523,-1.737662434577942
1682933646574991600,0.69899169921875,0.730647087097168,0.23094022274017334,0.09989824146032333,0.634698212146759,0.16694359481334686,-0.4828238785266876,-1.6699209213256836
1682933646591850800,0.715850830078125,0.7101642489433289,0.23116901516914368,0.09670419245958328,0.6579331755638123,0.18853041529655457,-0.47303006052970886,-1.6015472412109375
1682933646608737800,0.73273779296875,0.6885610818862915,0.23177407681941986,0.09114429354667664,0.6810706257820129,0.21380877494812012,-0.45931321382522583,-1.5315688848495483
1682933646625609700,0.749609619140625,0.6668336987495422,0.23276738822460175,0.08498562127351761,0.7028012871742249,0.23910918831825256,-0.4443712532520294,-1.4640231132507324
1682933646642485000,0.766485107421875,0.6449714303016663,0.23345501720905304,0.08008375763893127,0.7232546210289001,0.26082831621170044,-0.43012621998786926,-1.3992055654525757
1682933646659362800,0.78336279296875,0.6231343746185303,0.23330847918987274,0.07641109079122543,0.7425848245620728,0.2783001661300659,-0.416157066822052,-1.33719003200531
