sensor,time,seconds_elapsed,z,y,x,relativeAltitude,pressure,batteryLevel,batteryState,lowPowerMode,brightness,lux,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude,version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs,qz,qy,qx,qw,roll,pitch,yaw
Metadata,,,,,,,,,,,,,,,,,,,,,,3.0,Pixel 7,2023-04-21_14-09-21,android,1.15,1ae58f79-6841-433f-87c8-bf84a48387d6,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Barometer|Location|Microphone|Light|Battery|Brightness|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|0|0|100|0|1000|1000||10|10|10|10,,,,,,,
