sensor,time,seconds_elapsed,z,y,x,relativeAltitude,pressure,batteryLevel,batteryState,lowPowerMode,brightness,lux,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude,version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs,qz,qy,qx,qw,roll,pitch,yaw
Orientation,1.6820861618316736e+18,0.201673583984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8909574747085571,-0.4357583224773407,0.05958431959152222,0.11295627057552338,0.012608303688466549,-0.9107195138931274,2.8955507278442383
Orientation,1.6820861618485356e+18,0.21853564453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8902440071105957,-0.4377354085445404,0.05974103510379791,0.11083505302667618,0.015311749652028084,-0.9151030778884888,2.9014077186584473
Orientation,1.682086161865421e+18,0.235421142578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8898302316665649,-0.43851983547210693,0.0628846287727356,0.10930681973695755,0.026408813893795013,-0.9176304936408997,2.9101829528808594
Orientation,1.682086161882298e+18,0.252298095703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8890252709388733,-0.438968300819397,0.07022435963153839,0.10958787798881531,0.04734155908226967,-0.9204914569854736,2.9197683334350586
Orientation,1.6820861618991626e+18,0.26916259765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8883745670318604,-0.4385090470314026,0.07906261086463928,0.11067809164524078,0.07187210023403168,-0.9216854572296143,2.929396152496338
Orientation,1.6820861619160353e+18,0.286035400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8888030648231506,-0.43584898114204407,0.0866146832704544,0.11208352446556091,0.09272107481956482,-0.9176635146141052,2.936533212661743
Orientation,1.6820861619329085e+18,0.302908447265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8917824625968933,-0.4286351799964905,0.08976789563894272,0.11374422907829285,0.10120167583227158,-0.90256667137146,2.9369468688964844
Orientation,1.6820861619497805e+18,0.319780517578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8983597159385681,-0.41449448466300964,0.08757100254297256,0.11608383804559708,0.09503797441720963,-0.8711367249488831,2.9288363456726074
Orientation,1.6820861619666476e+18,0.3366474609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9086776375770569,-0.3909621238708496,0.08359436690807343,0.12027322500944138,0.08486740291118622,-0.819237470626831,2.915266513824463
Orientation,1.6820861619835256e+18,0.353525634765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212373495101929,-0.36232250928878784,0.07000339776277542,0.12305950373411179,0.054649535566568375,-0.7543281316757202,2.897656202316284
