sensor,time,seconds_elapsed,z,y,x,relativeAltitude,pressure,batteryLevel,batteryState,lowPowerMode,brightness,lux,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude,version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs,qz,qy,qx,qw,roll,pitch,yaw
Accelerometer,1.6820861618232164e+18,0.19321630859375,-2.378660202026367,0.4360170364379883,-0.3825265169143677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861618401106e+18,0.210110595703125,-3.8083174228668213,-0.2539558410644531,0.3374050259590149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.68208616185698e+18,0.22697998046875,-4.566189289093018,-0.4483351707458496,0.1900426149368286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861618738437e+18,0.24384375,-4.8339033126831055,-0.7864513397216797,0.6736291646957397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861618907297e+18,0.260729736328125,-5.455615997314453,-1.4879775047302246,0.6057825088500977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861619075994e+18,0.277599365234375,-5.715498924255371,-2.424124240875244,0.8525052070617676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086161924472e+18,0.29447216796875,-5.532558441162109,-2.6516594886779785,1.4114158153533936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861619413443e+18,0.31134423828125,-4.383407115936279,-1.7092490196228027,2.022683620452881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861619582172e+18,0.32821728515625,-0.24991607666015625,0.37233400344848633,1.2929655313491821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861619750892e+18,0.345089111328125,3.05448579788208,2.02744197845459,-0.3856467008590698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086161991962e+18,0.361962158203125,12.910327911376953,1.6178956031799316,-1.4378068447113037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086162008834e+18,0.378833984375,12.867504119873047,0.4306344985961914,-0.877223551273346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086162025707e+18,0.39570703125,7.02718448638916,0.1941394805908203,0.03386884927749634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086162042577e+18,0.412576904296875,5.214849948883057,1.047656536102295,-1.202122688293457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861620594442e+18,0.4294443359375,3.433797836303711,0.3378567695617676,-1.6667437553405762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086162076324e+18,0.446323974609375,0.9537768363952637,-0.38681554794311523,-1.1439316272735596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086162093197e+18,0.463197021484375,0.26186704635620117,0.11460351943969727,-0.4856685996055603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.682086162110069e+18,0.480069091796875,-1.9708671569824219,-0.9683465957641602,-0.157041996717453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861621269317e+18,0.496931640625,-3.5675547122955322,-2.1400961875915527,0.19097287952899933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861621438141e+18,0.513814208984375,-8.274768829345703,-2.1954145431518555,1.4036692380905151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861621606769e+18,0.5306767578125,-10.383203506469727,-0.23669672012329102,2.2533538341522217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerometer,1.6820861621775593e+18,0.547559326171875,-5.906167507171631,-0.7400445938110352,2.176431655883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
