time,seconds_elapsed,relativeAltitude,pressure
1683885692638893600,0.1728935546875,0,981.7901611328125
1683885692664025300,0.198025390625,-0.105712890625,981.8023681640625
1683885692689178600,0.2231787109375,0.9908447265625,981.6741943359375
1683885692714314200,0.248314208984375,1.95526123046875,981.561279296875
1683885692739455000,0.273455078125,1.876007080078125,981.5704345703125
1683885692764608500,0.2986083984375,1.693695068359375,981.591796875
1683885692789750800,0.323750732421875,2.240631103515625,981.5277099609375
1683885692814884600,0.348884521484375,2.658111572265625,981.4788818359375
1683885692840025900,0.37402587890625,2.55242919921875,981.4910888671875
1683885692865178600,0.3991787109375,2.267059326171875,981.524658203125
1683885692890321400,0.4243212890625,2.084747314453125,981.5460205078125
1683885692915464200,0.449464111328125,1.74652099609375,981.5856323242188
1683885692940608300,0.474608154296875,1.405670166015625,981.6253662109375
1683885692965751300,0.499751220703125,1.693695068359375,981.591796875
1683885692990893300,0.524893310546875,2.1375732421875,981.5399169921875
1683885693016026600,0.550026611328125,2.319915771484375,981.5185546875
1683885693041180200,0.57518017578125,2.214202880859375,981.53076171875
1683885693066311000,0.600310791015625,2.084747314453125,981.5460205078125
1683885693091454000,0.625453857421875,1.981689453125,981.5582275390625
1683885693116596200,0.65059619140625,1.9288330078125,981.5642700195312
1683885693141739000,0.675739013671875,1.77294921875,981.5826416015625
1683885693166879700,0.700879638671875,1.38189697265625,981.62841796875
1683885693192021000,0.72602099609375,1.041046142578125,981.6680908203125
1683885693217179400,0.751179443359375,0.858734130859375,981.689453125
1683885693242305800,0.776305908203125,0.7821044921875,981.6986083984375
1683885693267457000,0.80145703125,0.858734130859375,981.689453125
1683885693292599600,0.826599609375,1.1995849609375,981.6497802734375
1683885693317740800,0.85174072265625,1.32904052734375,981.634521484375
1683885693342883000,0.876883056640625,1.17315673828125,981.65283203125
1683885693368024600,0.902024658203125,1.146728515625,981.6558837890625
1683885693393166600,0.92716650390625,1.432098388671875,981.622314453125
1683885693418308600,0.95230859375,1.511383056640625,981.6131591796875
1683885693443448800,0.97744873046875,1.32904052734375,981.634521484375
1683885693468590000,1.002590087890625,1.302642822265625,981.6375732421875
1683885693493732900,1.02773291015625,1.511383056640625,981.6131591796875
1683885693518865000,1.052864990234375,1.484954833984375,981.6162109375
1683885693544015600,1.078015625,1.432098388671875,981.622314453125
1683885693569151500,1.1031513671875,1.667266845703125,981.5948486328125
1683885693594298000,1.128298095703125,1.693695068359375,981.591796875
1683885693619437300,1.153437255859375,1.276214599609375,981.640625
1683885693644569600,1.178569580078125,0.91156005859375,981.683349609375
1683885693669719300,1.20371923828125,0.9908447265625,981.6741943359375
1683885693694849500,1.228849609375,1.249786376953125,981.6436767578125
1683885693720000800,1.254000732421875,1.276214599609375,981.640625
1683885693745123300,1.279123291015625,0.9908447265625,981.6741943359375
1683885693770272500,1.3042724609375,0.5733642578125,981.7230224609375
1683885693795417600,1.32941748046875,0.1558837890625,981.7718505859375
1683885693820555000,1.354554931640625,0.10302734375,981.7779541015625
1683885693845707800,1.379707763671875,0.1558837890625,981.7718505859375
1683885693870841900,1.404841796875,0.1558837890625,981.7718505859375
1683885693895983600,1.429983642578125,0.10302734375,981.7779541015625
1683885693921118200,1.4551181640625,0.079254150390625,981.7809448242188
1683885693946267000,1.480266845703125,0.079254150390625,981.7809448242188
1683885693971407000,1.505406982421875,0.232513427734375,981.7626953125
1683885693996546800,1.530546875,0.3646240234375,981.7474365234375
1683885694021671400,1.55567138671875,0.443878173828125,981.73828125
1683885694046827800,1.580827880859375,0.75567626953125,981.70166015625
1683885694071969300,1.60596923828125,1.146728515625,981.6558837890625
1683885694097111800,1.63111181640625,1.302642822265625,981.6375732421875
1683885694122253800,1.65625390625,1.276214599609375,981.640625
1683885694147396000,1.68139599609375,1.667266845703125,981.5948486328125
1683885694172538600,1.70653857421875,2.293487548828125,981.5216064453125
1683885694197681700,1.731681640625,2.737396240234375,981.4697265625
1683885694222824400,1.756824462890625,2.893280029296875,981.451416015625
1683885694247960800,1.7819609375,2.78759765625,981.463623046875
1683885694273109000,1.80710888671875,2.605255126953125,981.4849853515625
1683885694298248400,1.83224853515625,2.737396240234375,981.4697265625
1683885694323392500,1.857392578125,3.284332275390625,981.4056396484375
1683885694348523500,1.8825234375,3.493072509765625,981.3812255859375
1683885694373665300,1.907665283203125,3.049163818359375,981.43310546875
1683885694398803700,1.9328037109375,2.240631103515625,981.5277099609375
1683885694423946800,1.95794677734375,1.38189697265625,981.62841796875
1683885694449088300,1.983088134765625,0.41748046875,981.7413330078125
1683885694474234400,2.008234375,-0.49676513671875,981.84814453125
1683885694499372300,2.033372314453125,-0.6790771484375,981.8695068359375
1683885694524513500,2.058513427734375,-0.49676513671875,981.84814453125
1683885694549654300,2.083654296875,-0.49676513671875,981.84814453125
1683885694574796300,2.10879638671875,-0.755706787109375,981.878662109375
1683885694599947800,2.13394775390625,-0.938018798828125,981.9000244140625
1683885694625077200,2.1590771484375,-0.755706787109375,981.878662109375
1683885694650229000,2.18422900390625,-0.44390869140625,981.842041015625
1683885694675371800,2.209371826171875,-0.28802490234375,981.82373046875
1683885694700512000,2.234511962890625,-0.41748046875,981.8389892578125
1683885694725654500,2.259654541015625,-0.314453125,981.8267822265625
1683885694750797000,2.284797119140625,0.18231201171875,981.768798828125
1683885694775939600,2.309939697265625,0.649993896484375,981.7138671875
1683885694801081000,2.3350810546875,0.54693603515625,981.72607421875
1683885694826224600,2.360224609375,0.39105224609375,981.744384765625
1683885694851365600,2.38536572265625,0.39105224609375,981.744384765625
