time,seconds_elapsed,brightness
1683885693474000000,1.007999755859375,0.5
1683885694468000000,2.002,0.5
1683885734047000000,41.581,0.5
1683885735053000000,42.587,0.5
1683885736041000000,43.575,0.5
1683885737035000000,44.569,0.5
1683885738038000000,45.572000244140625,0.5
1683885758524000000,66.058,0.5
