version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,Pixel 7,2023-05-20_14-13-23,android,1.15.2,1ae58f79-6841-433f-87c8-bf84a48387d6,Accelerometer|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10
