time,seconds_elapsed,z,y,x
1682879829653155800,0.20615576171875,8.804972648620605,4.197137355804443,1.0452722311019897
1682879829670018800,0.223018798828125,8.747915267944336,4.339290618896484,0.938424825668335
1682879829686905300,0.2399052734375,8.695916175842285,4.458226680755615,0.8610287308692932
1682879829703769300,0.256769287109375,8.669721603393555,4.520122528076172,0.8003283143043518
1682879829720641800,0.273641845703125,8.645235061645508,4.579250812530518,0.7255918383598328
1682879829737512000,0.290511962890625,8.597280502319336,4.677633762359619,0.6652966737747192
1682879829754384400,0.30738427734375,8.511496543884277,4.82546854019165,0.7109043598175049
1682879829771253200,0.324253173828125,8.398740768432617,5.001594066619873,0.8254197239875793
1682879829788127200,0.341127197265625,8.271284103393555,5.196033477783203,0.907301664352417
1682879829804996400,0.357996337890625,8.162803649902344,5.363080978393555,0.9176660180091858
1682879829821869300,0.374869384765625,8.09646987915039,5.473083972930908,0.8535950183868408
1682879829838731300,0.391731201171875,8.079913139343262,5.513583183288574,0.7426386475563049
1682879829855603200,0.408603271484375,8.085782051086426,5.50187873840332,0.7652257084846497
1682879829872477000,0.425476806640625,8.101672172546387,5.464527130126953,0.859043300151825
1682879829889353200,0.442353271484375,8.126334190368652,5.4156060218811035,0.9327414631843567
1682879829906222600,0.45922265625,8.17027759552002,5.3483781814575195,0.936760663986206
1682879829923093000,0.476093017578125,8.245176315307617,5.242134094238281,0.8793250918388367
1682879829939968500,0.492968505859375,8.345656394958496,5.084771633148193,0.8551146984100342
1682879829956840400,0.50984033203125,8.4569730758667,4.889874458312988,0.8971332311630249
1682879829973707300,0.526707275390625,8.558001518249512,4.68967342376709,1.0018362998962402
1682879829990578000,0.543577880859375,8.651764869689941,4.5024309158325195,1.0541255474090576
1682879830007450400,0.560450439453125,8.758768081665039,4.305862903594971,0.9897657036781311
1682879830024320000,0.577320068359375,8.870159149169922,4.102660655975342,0.8512188196182251
1682879830041195000,0.594195068359375,8.953936576843262,3.935930013656616,0.7560321688652039
1682879830058065200,0.611065185546875,8.9989595413208,3.8374202251434326,0.7273589968681335
1682879830074934500,0.6279345703125,9.009795188903809,3.813123941421509,0.7209665179252625
1682879830091807200,0.64480712890625,9.010644912719727,3.817629814147949,0.6856310963630676
1682879830108676600,0.661676513671875,9.03683853149414,3.7743258476257324,0.5710670351982117
1682879830125538300,0.678538330078125,9.086874008178711,3.669923782348633,0.44327202439308167
1682879830142419500,0.69541943359375,9.13859748840332,3.5520827770233154,0.3237992227077484
1682879830159289000,0.7122890625,9.172537803649902,3.4690237045288086,0.2579461336135864
1682879830176163800,0.729163818359375,9.1788330078125,3.4514243602752686,0.2698380649089813
1682879830193023200,0.746023193359375,9.164633750915527,3.4813694953918457,0.35449740290641785
1682879830209903600,0.762903564453125,9.151933670043945,3.50557541847229,0.43492192029953003
1682879830226776300,0.7797763671875,9.143654823303223,3.5251870155334473,0.45026326179504395
1682879830243643400,0.796643310546875,9.137051582336426,3.5485355854034424,0.3978622555732727
1682879830260520700,0.813520751953125,9.131624221801758,3.5692219734191895,0.331958144903183
1682879830277388300,0.83038818359375,9.127350807189941,3.584716320037842,0.27817660570144653
1682879830294260700,0.8472607421875,9.1177339553833,3.6113874912261963,0.2468198984861374
1682879830311125800,0.864125732421875,9.096858978271484,3.6633594036102295,0.2511081099510193
1682879830328006400,0.88100634765625,9.069226264953613,3.7277252674102783,0.298854261636734
1682879830344873000,0.897873046875,9.044095039367676,3.7852976322174072,0.33462008833885193
1682879830361745400,0.914745361328125,9.028731346130371,3.820563554763794,0.34843572974205017
1682879830378614800,0.93161474609375,9.019530296325684,3.8443429470062256,0.3243817687034607
1682879830395498200,0.948498291015625,9.010663032531738,3.867656707763672,0.2920570373535156
1682879830412357400,0.965357421875,8.998640060424805,3.8963074684143066,0.28172940015792847
1682879830429229600,0.9822294921875,8.98265552520752,3.931809425354004,0.29812878370285034
1682879830446099200,0.99909912109375,8.968232154846191,3.9616189002990723,0.3354101777076721
1682879830462972000,1.015971923828125,8.962462425231934,3.969815969467163,0.38848260045051575
1682879830479841800,1.032841796875,8.968514442443848,3.951225519180298,0.4355286955833435
1682879830496714200,1.04971435546875,8.983736038208008,3.915943145751953,0.4404500126838684
1682879830513573000,1.066572998046875,9.003560066223145,3.873495578765869,0.40993136167526245
1682879830530456000,1.0834560546875,9.019285202026367,3.840968370437622,0.36820533871650696
1682879830547326000,1.100325927734375,9.025938987731934,3.8279953002929688,0.3390863239765167
1682879830564198400,1.117198486328125,9.024996757507324,3.830848455429077,0.33187729120254517
1682879830581055000,1.134054931640625,9.021482467651367,3.8385331630706787,0.33855554461479187
1682879830597943300,1.150943359375,9.01997184753418,3.841719627380371,0.34264230728149414
1682879830614811000,1.167810791015625,9.021556854248047,3.8392627239227295,0.3281345069408417
1682879830631682300,1.184682373046875,9.022167205810547,3.8401215076446533,0.3001333475112915
1682879830648553700,1.2015537109375,9.016887664794922,3.854296922683716,0.2761029005050659
1682879830665407000,1.218406982421875,9.005304336547852,3.881063938140869,0.2791745960712433
1682879830682291700,1.235291748046875,8.99148941040039,3.911259412765503,0.3021388053894043
1682879830699168000,1.25216796875,8.98117733001709,3.932612895965576,0.33033788204193115
1682879830716037400,1.269037353515625,8.975680351257324,3.943404197692871,0.3504642844200134
1682879830732899000,1.285899169921875,8.970175743103027,3.9550766944885254,0.3597375452518463
1682879830749770000,1.30277001953125,8.965065956115723,3.9660723209381104,0.36601129174232483
1682879830766643500,1.3196435546875,8.963159561157227,3.9691426753997803,0.37918901443481445
