time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1682879936980000000,1.004,0.5799999833106995,unplugged,false
1682879937963000000,1.987,0.5799999833106995,unplugged,false
1682879968896000000,32.92,0.5799999833106995,unplugged,false
