time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1682879936842000000,0.865999755859375,0,0,0.9422786831855774,17.441999435424805,0,0,334.4382791469159,10.9947962,49.571033
1682879941912000000,5.936,0,0,0.9379678964614868,13.956000328063965,1.3241348266601562,37.78950500488281,336.79998779296875,10.9948821,49.5711049
1682879947029000000,11.053,0,0,0.9342477917671204,15.947999954223633,0.4587860703468323,40.05934524536133,336.79998779296875,10.9948896,49.5711093
1682879952027000000,16.051,0,0,0.9295943379402161,16.121999740600586,0.06678485870361328,0,336.79998779296875,10.9948837,49.571099
1682879957060000000,21.084,0,0,0.9256240129470825,16.83099937438965,0.04120301455259323,0,336.79998779296875,10.9948848,49.5710975
1682879962087000000,26.111,0,0,0.9217444062232971,16.20400047302246,0.053875718265771866,0,336.79998779296875,10.9948765,49.5710971
1682879967100000000,31.124,0,0,0.9172835350036621,17.26300048828125,0.680012583732605,218.53562927246094,331.6099602105646,10.9948285,49.5710562
