time,seconds_elapsed,z,y,x
1682879936169797600,0.193797607421875,-1.5674800872802734,-0.585421085357666,0.7924244403839111
1682879936186679000,0.210678955078125,0.5089473724365234,-0.8167006969451904,0.9643341898918152
1682879936203543800,0.227543701171875,-0.4075202941894531,-2.50929594039917,0.11877709627151489
1682879936220417800,0.244417724609375,0.004202842712402344,-1.3729796409606934,0.4514783024787903
1682879936237296400,0.26129638671875,0.8359518051147461,-0.8578271865844727,-0.469310998916626
1682879936254168300,0.278168212890625,1.3810949325561523,-0.3976733684539795,-0.6458278894424438
1682879936271039000,0.2950390625,1.9820499420166016,-0.1507730484008789,0.6854214668273926
1682879936287911700,0.31191162109375,0.23050975799560547,-0.14186882972717285,0.2791609764099121
1682879936304781600,0.328781494140625,0.12633323669433594,-2.126875400543213,0.6009889841079712
1682879936321654300,0.345654296875,1.225632667541504,-1.6642811298370361,-0.41226696968078613
1682879936338524400,0.3625244140625,1.4242000579833984,-0.9777393341064453,-0.5378342866897583
1682879936355396600,0.379396728515625,-0.15134620666503906,-0.5918326377868652,0.4341984987258911
1682879936372267800,0.396267822265625,0.3571052551269531,-0.9550082683563232,0.5104677677154541
1682879936389139700,0.4131396484375,0.09578227996826172,-1.5710580348968506,0.8045072555541992
1682879936406010000,0.430010009765625,1.0278043746948242,-1.021256446838379,0.08305168151855469
1682879936422880000,0.4468798828125,2.255953788757324,0.08455419540405273,-0.19971561431884766
1682879936439755800,0.463755859375,1.3111200332641602,-1.0588748455047607,0.3858513832092285
1682879936456624400,0.480624267578125,0.14554071426391602,-0.79766845703125,0.6715593338012695
1682879936473496000,0.49749609375,-0.12223196029663086,-1.2316794395446777,0.2544059753417969
1682879936490377000,0.514376953125,0.886542797088623,-1.285656452178955,0.7248296737670898
1682879936507238400,0.53123828125,1.0604777336120605,-0.9668350219726562,0.6684556007385254
1682879936524111000,0.548111083984375,0.5880212783813477,-0.9344809055328369,0.5878200531005859
1682879936540981200,0.564981201171875,0.58563232421875,-0.7041659355163574,0.7349410057067871
1682879936557853400,0.581853515625,0.2537240982055664,-0.7074825763702393,0.7878198623657227
1682879936574723600,0.5987236328125,0.5225009918212891,-1.3454952239990234,1.1877193450927734
1682879936591596300,0.61559619140625,0.5295939445495605,-1.4680607318878174,1.387195110321045
1682879936608466400,0.632466552734375,0.36436033248901367,-1.5284619331359863,1.2036175727844238
1682879936625338400,0.64933837890625,0.5130863189697266,-1.1315670013427734,1.0789275169372559
1682879936642210300,0.666210205078125,0.6461572647094727,-0.8892326354980469,0.7298460006713867
1682879936659081700,0.683081787109375,0.6728177070617676,-0.7723655700683594,0.725898265838623
1682879936675951900,0.699951904296875,0.3265056610107422,-1.338733434677124,0.8915238380432129
1682879936692821000,0.716821044921875,0.007288455963134766,-1.7933673858642578,0.629483699798584
1682879936709694700,0.73369482421875,-0.1775836944580078,-1.70098876953125,0.7124238014221191
1682879936726557000,0.750556884765625,0.17943191528320312,-1.374772071838379,0.6602692604064941
1682879936743435000,0.76743505859375,0.7313327789306641,-0.6318385601043701,0.6338810920715332
1682879936760308000,0.784307861328125,0.49828433990478516,-0.8541011810302734,0.6133623123168945
1682879936777180700,0.8011806640625,0.13448476791381836,-1.488938331604004,0.662999153137207
1682879936794052900,0.818052978515625,-0.3046841621398926,-1.6829822063446045,1.025378704071045
1682879936810920400,0.83492041015625,-0.1261148452758789,-1.6149001121520996,0.9225296974182129
1682879936827798000,0.851798095703125,0.007802486419677734,-1.1609387397766113,0.4730081558227539
1682879936844665900,0.868665771484375,0.23178958892822266,-0.839867353439331,0.7476553916931152
1682879936861538600,0.88553857421875,0.5098638534545898,-0.877568244934082,0.4693593978881836
1682879936878406100,0.90240625,-0.1790313720703125,-1.413945198059082,0.5214138031005859
1682879936895284000,0.919283935546875,-0.06874322891235352,-1.5266828536987305,0.7401390075683594
1682879936912151600,0.936151611328125,0.13151264190673828,-1.248525857925415,0.6343679428100586
1682879936929024000,0.95302392578125,0.20949077606201172,-1.0170989036560059,0.7063589096069336
1682879936945892000,0.96989208984375,0.36312294006347656,-1.1439058780670166,0.508389949798584
1682879936962768400,0.986768310546875,0.3641676902770996,-1.356496810913086,0.3668384552001953
1682879936979637000,1.003636962890625,0.15996503829956055,-1.2933759689331055,0.3495941162109375
1682879936996509700,1.020509765625,0.21091222763061523,-1.1581003665924072,0.6066718101501465
1682879937013375200,1.037375244140625,0.10528898239135742,-1.2396655082702637,0.599240779876709
1682879937030252000,1.054251953125,0.11587381362915039,-1.2843518257141113,0.34116601943969727
1682879937047122400,1.071122314453125,-0.0409398078918457,-1.4997365474700928,0.5048589706420898
1682879937063994600,1.08799462890625,0.26848268508911133,-1.6078062057495117,0.20264649391174316
1682879937080847400,1.104847412109375,0.15798425674438477,-1.4267997741699219,0.5665295124053955
1682879937097737700,1.12173779296875,0.35610246658325195,-1.2989699840545654,0.49799156188964844
1682879937114608000,1.138608154296875,0.16527462005615234,-1.3567049503326416,0.41590118408203125
1682879937131479000,1.15547900390625,0.14265060424804688,-1.623581886291504,0.5597100257873535
1682879937148352300,1.172352294921875,0.2809901237487793,-1.3161897659301758,0.31836414337158203
1682879937165223000,1.189222900390625,0.09744501113891602,-1.1995890140533447,0.35997819900512695
1682879937182093300,1.20609326171875,0.1812729835510254,-1.1340675354003906,0.4439096450805664
1682879937198953700,1.22295361328125,0.20513153076171875,-1.3417596817016602,0.6740841865539551
1682879937215839200,1.239839111328125,0.44132566452026367,-1.119264841079712,0.5611772537231445
